1	0.000131574
0.987748108	0.009967868
0.975449236	0.019946772
0.962782249	0.029648631
0.950001973	0.039394277
0.937016114	0.049045766
0.923904947	0.058698301
0.910638597	0.068299649
0.897182473	0.07778742
0.883613777	0.087257912
0.869861515	0.096595609
0.856020574	0.105925548
0.841993891	0.115089161
0.827847534	0.124170397
0.8135577	0.133118841
0.799079562	0.141843029
0.784500821	0.150468574
0.769785327	0.158918836
0.754947554	0.167201178
0.739939488	0.175206177
0.724803226	0.182986221
0.709527876	0.1904964
0.694138572	0.19776304
0.678599917	0.204681367
0.662892501	0.211163244
0.647002369	0.217104201
0.630983258	0.222609949
0.614771525	0.22739196
0.598561355	0.232026394
0.582342834	0.236446124
0.566122321	0.240639159
0.549876816	0.24446859
0.533608825	0.24787147
0.517310546	0.250690269
0.501027292	0.253115289
0.484713694	0.254509375
0.468453235	0.255130804
0.45227658	0.254956568
0.436226191	0.254157166
0.420285404	0.253454366
0.404468346	0.252680581
0.388782844	0.251810601
0.373233928	0.2508767
0.357826948	0.249894538
0.342572415	0.24880083
0.327477734	0.247593517
0.31254341	0.246343296
0.297787364	0.244924483
0.283239226	0.243184124
0.268908418	0.241097436
0.254765418	0.238970094
0.240878395	0.236433053
0.22726127	0.233516991
0.213932006	0.230224419
0.201015629	0.226207342
0.188279438	0.222303168
0.176033863	0.217628999
0.164075981	0.212813536
0.152548903	0.207553937
0.141466839	0.201894802
0.130776077	0.195995557
0.120584373	0.189707939
0.110813026	0.183216032
0.10158759	0.176370483
0.0930493	0.169069195
0.084628719	0.162018344
0.076740145	0.154757792
0.069536341	0.147175131
0.062828967	0.139500198
0.056504035	0.131856805
0.050722961	0.124135692
0.045503492	0.116359229
0.040835522	0.108565878
0.03609867	0.10115141
0.032087896	0.093651188
0.028290309	0.086365503
0.024692048	0.079310542
0.021571595	0.072359274
0.018750705	0.065606338
0.016052094	0.059133003
0.013631434	0.052797315
0.011358369	0.04616257
0.009026773	0.039226256
0.006835471	0.031927453
0.004768846	0.024282279
0.002933074	0.01627724
0.0010541	0.007981482
6.40E-06	-0.00073794
0.004383363	-0.008427318
0.009835964	-0.016041537
0.015313734	-0.023980934
0.021777018	-0.031491968
0.029204398	-0.038469104
0.037168018	-0.045219815
0.04566719	-0.051757558
0.054768743	-0.057898403
0.063756139	-0.064643493
0.073472141	-0.070767537
0.083317748	-0.077145148
0.09380689	-0.082922529
0.104763651	-0.088312363
0.115722999	-0.094200207
0.126938109	-0.100094229
0.138598431	-0.105593166
0.150507963	-0.11107352
0.162730512	-0.116370332
0.175126056	-0.121786714
0.187835555	-0.12697261
0.200804026	-0.132048142
0.214069534	-0.13687716
0.227551456	-0.14165115
0.241334421	-0.146094709
0.255347255	-0.150387317
0.269601442	-0.154456772
0.284068356	-0.158366694
0.298742527	-0.162104298
0.313602093	-0.165717324
0.32867121	-0.169070363
0.343916133	-0.172264455
0.359337112	-0.175253366
0.374941115	-0.177948155
0.390660345	-0.18066166
0.406577736	-0.182864536
0.422629562	-0.184873113
0.438824924	-0.186485376
0.455154529	-0.187674079
0.471609121	-0.188187175
0.488146185	-0.187712907
0.504714065	-0.186477261
0.521328136	-0.184882595
0.538003603	-0.183264315
0.554733429	-0.181623657
0.571515348	-0.180005183
0.588339918	-0.17837982
0.605198085	-0.176722391
0.622082928	-0.175031772
0.638953414	-0.173034002
0.655812727	-0.170780408
0.672681375	-0.168520622
0.689549955	-0.166235034
0.706412703	-0.163930847
0.723263886	-0.161615282
0.740097787	-0.159295556
0.756908697	-0.156978857
0.773690911	-0.154672319
0.7904387	-0.152382869
0.807144745	-0.150105719
0.823801639	-0.14783528
0.84040288	-0.145572441
0.856941985	-0.143318068
0.873412534	-0.141073315
0.889808069	-0.13883885
0.906122251	-0.136615992
0.92233302	-0.134312825
0.938088106	-0.130312822
0.952751407	-0.123549222
0.965984359	-0.114492619
0.977638741	-0.103609215
0.988865009	-0.092436984
1	-0.081352152
